city,date,confirmed,deaths 
Campo Alegre,2021-05-16,2525,63
Campo Grande,2021-05-16,428,8
Canapi,2021-05-16,250,6
Capela,2021-05-16,766,10
Carneiros,2021-05-16,199,6
Chã Preta,2021-05-16,251,7
Coité do Nóia,2021-05-16,363,14
Colônia Leopoldina,2021-05-16,319,15
Coqueiro Seco,2021-05-16,420,6
Coruripe,2021-05-16,3442,42
Craíbas,2021-05-16,1050,18
Delmiro Gouveia,2021-05-16,2870,81
Dois Riachos,2021-05-16,526,5
Estrela de Alagoas,2021-05-16,324,10
Feira Grande,2021-05-16,668,11
Feliz Deserto,2021-05-16,125,4
Flexeiras,2021-05-16,607,17
Girau do Ponciano,2021-05-16,1684,34
Ibateguara,2021-05-16,538,13
Igaci,2021-05-16,691,9
Igreja Nova,2021-05-16,926,12
Importados/Indefinidos,2021-05-16,0,0
Inhapi,2021-05-16,345,7
Jacaré dos Homens,2021-05-16,221,2
Jacuípe,2021-05-16,145,4
Japaratinga,2021-05-16,378,12
Jaramataia,2021-05-16,94,1
Jequiá da Praia,2021-05-16,532,9
Joaquim Gomes,2021-05-16,706,20
Jundiá,2021-05-16,144,3
Junqueiro,2021-05-16,937,35
Lagoa da Canoa,2021-05-16,859,17
Limoeiro de Anadia,2021-05-16,955,22
Maceió,2021-05-16,72799,2059
Major Isidoro,2021-05-16,622,19
Maragogi,2021-05-16,1336,35
Maravilha,2021-05-16,243,9
Marechal Deodoro,2021-05-16,5364,87
Maribondo,2021-05-16,429,18
Mar Vermelho,2021-05-16,122,2
Mata Grande,2021-05-16,382,12
Matriz de Camaragibe,2021-05-16,1342,33
Messias,2021-05-16,953,26
Minador do Negrão,2021-05-16,132,5
Monteirópolis,2021-05-16,189,2
Murici,2021-05-16,951,45
Novo Lino,2021-05-16,167,11
Olho d'Água das Flores,2021-05-16,1369,29
Olho d'Água do Casado,2021-05-16,98,5
Olho d'Água Grande,2021-05-16,177,9
Olivença,2021-05-16,425,9
Ouro Branco,2021-05-16,286,6
Palestina,2021-05-16,398,3
Palmeira dos Índios,2021-05-16,3769,92
Pão de Açúcar,2021-05-16,1066,22
Pariconha,2021-05-16,496,1
Paripueira,2021-05-16,290,18
Passo de Camaragibe,2021-05-16,551,13
Paulo Jacinto,2021-05-16,263,10
Penedo,2021-05-16,3202,36
Piaçabuçu,2021-05-16,681,19
Pilar,2021-05-16,2791,35
Pindoba,2021-05-16,87,1
Piranhas,2021-05-16,829,15
Poço das Trincheiras,2021-05-16,390,6
Porto Calvo,2021-05-16,1076,31
Porto de Pedras,2021-05-16,329,9
Porto Real do Colégio,2021-05-16,557,13
Quebrangulo,2021-05-16,740,11
Rio Largo,2021-05-16,2803,124
Roteiro,2021-05-16,310,11
Santa Luzia do Norte,2021-05-16,423,8
Santana do Ipanema,2021-05-16,4039,66
Santana do Mundaú,2021-05-16,673,13
São Brás,2021-05-16,313,3
São José da Laje,2021-05-16,1017,23
São José da Tapera,2021-05-16,1184,31
São Luís do Quitunde,2021-05-16,1093,23
São Miguel dos Campos,2021-05-16,3230,73
São Miguel dos Milagres,2021-05-16,220,10
São Sebastião,2021-05-16,1452,25
Satuba,2021-05-16,879,30
Senador Rui Palmeira,2021-05-16,287,10
Tanque d'Arca,2021-05-16,306,4
Taquarana,2021-05-16,552,11
Teotônio Vilela,2021-05-16,1740,56
Traipu,2021-05-16,420,14
União dos Palmares,2021-05-16,1838,73
Viçosa,2021-05-16,1465,30
,2021-05-16,184394,4493
Alvarães,2021-05-16,2736,43
Amaturá,2021-05-16,2350,17
Anamã,2021-05-16,1725,9
Anori,2021-05-16,1850,31
Apuí,2021-05-16,1262,27
Atalaia do Norte,2021-05-16,2711,8
Autazes,2021-05-16,2799,89
Barcelos,2021-05-16,4136,57
Barreirinha,2021-05-16,2323,61
Benjamin Constant,2021-05-16,2680,85
Beruri,2021-05-16,2120,31
Boa Vista do Ramos,2021-05-16,878,11
Boca do Acre,2021-05-16,2499,22
Borba,2021-05-16,1930,54
Caapiranga,2021-05-16,572,20
Canutama,2021-05-16,1296,8
Carauari,2021-05-16,6547,51
Careiro,2021-05-16,4244,81
Careiro da Várzea,2021-05-16,955,24
Coari,2021-05-16,9323,224
Codajás,2021-05-16,2363,21
Eirunepé,2021-05-16,4112,26
Envira,2021-05-16,2426,10
Fonte Boa,2021-05-16,1581,36
Guajará,2021-05-16,1642,25
Humaitá,2021-05-16,7541,139
Ipixuna,2021-05-16,4580,18
Iranduba,2021-05-16,8612,160
Itacoatiara,2021-05-16,8713,300
Itamarati,2021-05-16,935,9
Itapiranga,2021-05-16,2993,38
Japurá,2021-05-16,800,7
Juruá,2021-05-16,906,14
Jutaí,2021-05-16,2130,34
Lábrea,2021-05-16,6588,75
Manacapuru,2021-05-16,8067,326
Manaquiri,2021-05-16,1383,42
Manaus,2021-05-16,173570,8900
Manicoré,2021-05-16,4517,95
Maraã,2021-05-16,2076,21
Maués,2021-05-16,4495,118
Nhamundá,2021-05-16,1811,34
Nova Olinda do Norte,2021-05-16,2599,66
Novo Airão,2021-05-16,2248,31
Novo Aripuanã,2021-05-16,1900,29
Parintins,2021-05-16,9786,349
Pauini,2021-05-16,2746,22
Presidente Figueiredo,2021-05-16,5869,92
Rio Preto da Eva,2021-05-16,4374,68
Santa Isabel do Rio Negro,2021-05-16,2717,51
Santo Antônio do Içá,2021-05-16,1822,43
São Gabriel da Cachoeira,2021-05-16,8086,108
São Paulo de Olivença,2021-05-16,5160,63
São Sebastião do Uatumã,2021-05-16,1478,18
Silves,2021-05-16,1365,22
Tabatinga,2021-05-16,3287,123
Tapauá,2021-05-16,1768,22
Tefé,2021-05-16,9036,181
Tonantins,2021-05-16,1278,33
Uarini,2021-05-16,1847,25
Urucará,2021-05-16,2341,50
Urucurituba,2021-05-16,2371,34
,2021-05-16,378855,12831
Amapá,2021-05-16,1263,10
Calçoene,2021-05-16,1602,10
Cutias,2021-05-16,865,6
Ferreira Gomes,2021-05-16,1393,6
Itaubal,2021-05-16,490,3
Laranjal do Jari,2021-05-16,8256,91
Macapá,2021-05-16,51709,1225
Mazagão,2021-05-16,2829,15
Oiapoque,2021-05-16,4995,39
Pedra Branca do Amapari,2021-05-16,3225,9
Porto Grande,2021-05-16,1723,21
Pracuúba,2021-05-16,379,6
Santana,2021-05-16,23510,130
Serra do Navio,2021-05-16,1105,5
Tartarugalzinho,2021-05-16,1884,13
Vitória do Jari,2021-05-16,3842,26
,2021-05-16,109070,1615
Abaíra,2021-05-16,252,10
Abaré,2021-05-16,778,8
Acajutiba,2021-05-16,480,14
Adustina,2021-05-16,660,11
Água Fria,2021-05-16,150,10
Aiquara,2021-05-16,442,11
Alagoinhas,2021-05-16,11150,220
Alcobaça,2021-05-16,1282,22
Almadina,2021-05-16,587,9
Amargosa,2021-05-16,2343,47
Amélia Rodrigues,2021-05-16,1849,37
América Dourada,2021-05-16,753,7
Anagé,2021-05-16,793,16
Andaraí,2021-05-16,658,6
Andorinha,2021-05-16,725,12
Angical,2021-05-16,503,10
Anguera,2021-05-16,350,1
Antas,2021-05-16,1070,7
Antônio Cardoso,2021-05-16,342,7
Antônio Gonçalves,2021-05-16,678,8
Aporá,2021-05-16,462,18
Apuarema,2021-05-16,643,9
Araçás,2021-05-16,555,7
Aracatu,2021-05-16,731,14
Araci,2021-05-16,3224,42
Aramari,2021-05-16,523,11
Arataca,2021-05-16,528,14
Aratuípe,2021-05-16,323,9
Aurelino Leal,2021-05-16,841,25
Baianópolis,2021-05-16,579,7
Baixa Grande,2021-05-16,624,7
Banzaê,2021-05-16,842,7
Barra,2021-05-16,1793,31
Barra da Estiva,2021-05-16,1649,16
Barra do Choça,2021-05-16,1827,27
Barra do Mendes,2021-05-16,652,11
Barra do Rocha,2021-05-16,382,5
Barreiras,2021-05-16,14281,222
Barro Alto,2021-05-16,750,8
Barrocas,2021-05-16,695,19
Barro Preto,2021-05-16,561,10
Belmonte,2021-05-16,919,18
Belo Campo,2021-05-16,694,9
Biritinga,2021-05-16,327,6
Boa Nova,2021-05-16,759,11
Boa Vista do Tupim,2021-05-16,200,4
Bom Jesus da Lapa,2021-05-16,3838,55
Bom Jesus da Serra,2021-05-16,415,8
Boninal,2021-05-16,570,7
Bonito,2021-05-16,678,10
Boquira,2021-05-16,472,10
Botuporã,2021-05-16,188,3
Brejões,2021-05-16,565,9
Brejolândia,2021-05-16,129,8
Brotas de Macaúbas,2021-05-16,72,1
Brumado,2021-05-16,8323,169
Buerarema,2021-05-16,1244,37
Buritirama,2021-05-16,800,19
Caatiba,2021-05-16,748,9
Cabaceiras do Paraguaçu,2021-05-16,470,4
Cachoeira,2021-05-16,1310,19
Caculé,2021-05-16,1351,11
Caém,2021-05-16,426,7
Caetanos,2021-05-16,592,9
Caetité,2021-05-16,2062,21
Cafarnaum,2021-05-16,774,16
Cairu,2021-05-16,1064,12
Caldeirão Grande,2021-05-16,540,6
Camacan,2021-05-16,2503,67
Camaçari,2021-05-16,21037,533
Camamu,2021-05-16,2011,42
Campo Alegre de Lourdes,2021-05-16,630,23
Campo Formoso,2021-05-16,4224,53
Canápolis,2021-05-16,317,4
Canarana,2021-05-16,1336,25
Canavieiras,2021-05-16,1068,57
Candeal,2021-05-16,483,2
Candeias,2021-05-16,6443,139
Candiba,2021-05-16,550,12
Cândido Sales,2021-05-16,1649,45
Cansanção,2021-05-16,762,32
Canudos,2021-05-16,511,11
Capela do Alto Alegre,2021-05-16,766,13
Capim Grosso,2021-05-16,3287,18
Caraíbas,2021-05-16,254,2
Caravelas,2021-05-16,1221,11
Cardeal da Silva,2021-05-16,270,3
Carinhanha,2021-05-16,885,17
Casa Nova,2021-05-16,1933,48
Castro Alves,2021-05-16,1504,26
Catolândia,2021-05-16,167,1
Catu,2021-05-16,5043,75
Caturama,2021-05-16,197,6
Central,2021-05-16,350,14
Chorrochó,2021-05-16,179,11
Cícero Dantas,2021-05-16,1478,25
Cipó,2021-05-16,614,6
Coaraci,2021-05-16,1710,42
Cocos,2021-05-16,607,11
Conceição da Feira,2021-05-16,1274,22
Conceição do Almeida,2021-05-16,2034,19
Conceição do Coité,2021-05-16,7330,39
Conceição do Jacuípe,2021-05-16,2387,24
Conde,2021-05-16,763,11
Condeúba,2021-05-16,858,16
Contendas do Sincorá,2021-05-16,210,5
Coração de Maria,2021-05-16,1311,10
Cordeiros,2021-05-16,627,5
Coribe,2021-05-16,890,13
Coronel João Sá,2021-05-16,836,14
Correntina,2021-05-16,2070,28
Cotegipe,2021-05-16,451,14
Cravolândia,2021-05-16,341,2
Crisópolis,2021-05-16,328,9
Cristópolis,2021-05-16,678,5
Cruz das Almas,2021-05-16,4024,46
Curaçá,2021-05-16,977,24
Dário Meira,2021-05-16,799,12
Dias d'Ávila,2021-05-16,5046,134
Dom Basílio,2021-05-16,834,14
Dom Macedo Costa,2021-05-16,350,6
Elísio Medrado,2021-05-16,440,6
Encruzilhada,2021-05-16,584,14
Entre Rios,2021-05-16,1284,29
Érico Cardoso,2021-05-16,231,2
Esplanada,2021-05-16,1564,29
Euclides da Cunha,2021-05-16,2521,44
Eunápolis,2021-05-16,9626,155
Fátima,2021-05-16,874,11
Feira da Mata,2021-05-16,198,4
Feira de Santana,2021-05-16,41316,752
Filadélfia,2021-05-16,956,24
Firmino Alves,2021-05-16,307,9
Floresta Azul,2021-05-16,759,18
Formosa do Rio Preto,2021-05-16,854,18
Gandu,2021-05-16,2501,47
Gavião,2021-05-16,308,1
Gentio do Ouro,2021-05-16,322,5
Glória,2021-05-16,607,17
Gongogi,2021-05-16,461,8
Governador Mangabeira,2021-05-16,809,12
Guajeru,2021-05-16,298,4
Guanambi,2021-05-16,7080,77
Guaratinga,2021-05-16,1303,41
Heliópolis,2021-05-16,613,6
Iaçu,2021-05-16,1448,27
Ibiassucê,2021-05-16,406,1
Ibicaraí,2021-05-16,1908,53
Ibicoara,2021-05-16,624,10
Ibicuí,2021-05-16,1034,15
Ibipeba,2021-05-16,947,9
Ibipitanga,2021-05-16,896,15
Ibiquera,2021-05-16,110,6
Ibirapitanga,2021-05-16,1516,33
Ibirapuã,2021-05-16,948,14
Ibirataia,2021-05-16,2115,35
Ibitiara,2021-05-16,595,7
Ibititá,2021-05-16,1365,21
Ibotirama,2021-05-16,918,25
Ichu,2021-05-16,363,3
Igaporã,2021-05-16,436,22
Igrapiúna,2021-05-16,694,14
Iguaí,2021-05-16,941,28
Ilhéus,2021-05-16,18471,447
Importados/Indefinidos,2021-05-16,11172,193
Inhambupe,2021-05-16,1557,27
Ipecaetá,2021-05-16,275,10
Ipiaú,2021-05-16,3021,70
Ipirá,2021-05-16,1920,34
Ipupiara,2021-05-16,199,3
Irajuba,2021-05-16,285,1
Iramaia,2021-05-16,186,8
Iraquara,2021-05-16,1475,12
Irará,2021-05-16,1221,18
Irecê,2021-05-16,8159,111
Itabela,2021-05-16,1451,55
Itaberaba,2021-05-16,5907,109
Itabuna,2021-05-16,29891,566
Itacaré,2021-05-16,1138,23
Itaeté,2021-05-16,279,5
Itagi,2021-05-16,739,17
Itagibá,2021-05-16,1060,18
Itagimirim,2021-05-16,588,12
Itaguaçu da Bahia,2021-05-16,519,4
Itaju do Colônia,2021-05-16,363,6
Itajuípe,2021-05-16,2270,50
Itamaraju,2021-05-16,5991,107
Itamari,2021-05-16,431,7
Itambé,2021-05-16,1606,18
Itanagra,2021-05-16,208,4
Itanhém,2021-05-16,1203,26
Itaparica,2021-05-16,846,22
Itapé,2021-05-16,699,24
Itapebi,2021-05-16,437,18
Itapetinga,2021-05-16,4869,110
Itapicuru,2021-05-16,1234,17
Itapitanga,2021-05-16,878,16
Itaquara,2021-05-16,545,5
Itarantim,2021-05-16,667,17
Itatim,2021-05-16,599,21
Itiruçu,2021-05-16,827,12
Itiúba,2021-05-16,1379,29
Itororó,2021-05-16,3043,30
Ituaçu,2021-05-16,1215,17
Ituberá,2021-05-16,1444,44
Iuiu,2021-05-16,422,4
Jaborandi,2021-05-16,547,7
Jacaraci,2021-05-16,426,8
Jacobina,2021-05-16,5719,68
Jaguaquara,2021-05-16,5618,50
Jaguarari,2021-05-16,1827,38
Jaguaripe,2021-05-16,852,14
Jandaíra,2021-05-16,563,11
Jequié,2021-05-16,15130,310
Jeremoabo,2021-05-16,1601,37
Jiquiriçá,2021-05-16,647,15
Jitaúna,2021-05-16,771,21
João Dourado,2021-05-16,1421,36
Juazeiro,2021-05-16,14486,297
Jucuruçu,2021-05-16,840,9
Jussara,2021-05-16,534,7
Jussari,2021-05-16,589,8
Jussiape,2021-05-16,273,7
Lafaiete Coutinho,2021-05-16,382,5
Lagoa Real,2021-05-16,485,7
Laje,2021-05-16,1213,18
Lajedão,2021-05-16,369,5
Lajedinho,2021-05-16,269,1
Lajedo do Tabocal,2021-05-16,531,9
Lamarão,2021-05-16,202,4
Lapão,2021-05-16,1874,27
Lauro de Freitas,2021-05-16,18762,406
Lençóis,2021-05-16,857,14
Licínio de Almeida,2021-05-16,223,8
Livramento de Nossa Senhora,2021-05-16,2267,48
Luís Eduardo Magalhães,2021-05-16,6960,81
Macajuba,2021-05-16,367,4
Macarani,2021-05-16,861,22
Macaúbas,2021-05-16,1923,16
Macururé,2021-05-16,188,5
Madre de Deus,2021-05-16,2256,33
Maetinga,2021-05-16,201,5
Maiquinique,2021-05-16,724,9
Mairi,2021-05-16,1025,11
Malhada,2021-05-16,345,18
Malhada de Pedras,2021-05-16,243,9
Manoel Vitorino,2021-05-16,939,22
Mansidão,2021-05-16,154,3
Maracás,2021-05-16,2707,53
Maragogipe,2021-05-16,1763,36
Maraú,2021-05-16,1367,14
Marcionílio Souza,2021-05-16,387,7
Mascote,2021-05-16,728,17
Mata de São João,2021-05-16,3623,51
Matina,2021-05-16,247,3
Medeiros Neto,2021-05-16,2162,44
Miguel Calmon,2021-05-16,1977,17
Milagres,2021-05-16,357,3
Mirangaba,2021-05-16,463,8
Mirante,2021-05-16,372,6
Monte Santo,2021-05-16,944,30
Morpará,2021-05-16,186,7
Morro do Chapéu,2021-05-16,2032,20
Mortugaba,2021-05-16,449,8
Mucugê,2021-05-16,437,7
Mucuri,2021-05-16,2775,49
Mulungu do Morro,2021-05-16,568,11
Mundo Novo,2021-05-16,614,7
Muniz Ferreira,2021-05-16,806,3
Muquém do São Francisco,2021-05-16,495,7
Muritiba,2021-05-16,1904,20
Mutuípe,2021-05-16,1578,19
Nazaré,2021-05-16,1989,33
Nilo Peçanha,2021-05-16,549,14
Nordestina,2021-05-16,572,23
Nova Canaã,2021-05-16,526,17
Nova Fátima,2021-05-16,445,5
Nova Ibiá,2021-05-16,556,18
Nova Itarana,2021-05-16,713,7
Nova Redenção,2021-05-16,175,3
Nova Soure,2021-05-16,599,21
Nova Viçosa,2021-05-16,1980,38
Novo Horizonte,2021-05-16,224,4
Novo Triunfo,2021-05-16,405,2
Olindina,2021-05-16,1082,11
Oliveira dos Brejinhos,2021-05-16,588,9
Ouriçangas,2021-05-16,366,5
Ourolândia,2021-05-16,1503,13
Palmas de Monte Alto,2021-05-16,524,12
Palmeiras,2021-05-16,207,6
Paramirim,2021-05-16,464,17
Paratinga,2021-05-16,985,14
Paripiranga,2021-05-16,784,19
Pau Brasil,2021-05-16,778,19
Paulo Afonso,2021-05-16,5642,145
Pé de Serra,2021-05-16,1358,6
Pedrão,2021-05-16,273,3
Pedro Alexandre,2021-05-16,303,7
Piatã,2021-05-16,1120,20
Pilão Arcado,2021-05-16,607,13
Pindaí,2021-05-16,593,5
Pindobaçu,2021-05-16,1443,29
Pintadas,2021-05-16,917,7
Piraí do Norte,2021-05-16,703,9
Piripá,2021-05-16,941,6
Piritiba,2021-05-16,605,14
Planaltino,2021-05-16,525,8
Planalto,2021-05-16,1340,26
Poções,2021-05-16,2714,54
Pojuca,2021-05-16,2830,37
Ponto Novo,2021-05-16,577,4
Porto Seguro,2021-05-16,8158,173
Potiraguá,2021-05-16,460,9
Prado,2021-05-16,1432,29
Presidente Dutra,2021-05-16,1122,11
Presidente Jânio Quadros,2021-05-16,622,9
Presidente Tancredo Neves,2021-05-16,1530,34
Queimadas,2021-05-16,1244,31
Quijingue,2021-05-16,313,12
Quixabeira,2021-05-16,673,5
Rafael Jambeiro,2021-05-16,800,18
Remanso,2021-05-16,1472,51
Retirolândia,2021-05-16,1279,10
Riachão das Neves,2021-05-16,912,32
Riachão do Jacuípe,2021-05-16,3402,41
Riacho de Santana,2021-05-16,1339,31
Ribeira do Amparo,2021-05-16,701,6
Ribeira do Pombal,2021-05-16,3214,46
Ribeirão do Largo,2021-05-16,373,6
Rio de Contas,2021-05-16,437,4
Rio do Antônio,2021-05-16,465,9
Rio do Pires,2021-05-16,115,7
Rio Real,2021-05-16,1825,35
Rodelas,2021-05-16,187,3
Ruy Barbosa,2021-05-16,1974,25
Salinas da Margarida,2021-05-16,1296,13
Salvador,2021-05-16,199501,6315
Santa Bárbara,2021-05-16,915,18
Santa Brígida,2021-05-16,760,17
Santa Cruz Cabrália,2021-05-16,2046,23
Santa Cruz da Vitória,2021-05-16,501,7
Santa Inês,2021-05-16,504,10
Santaluz,2021-05-16,2230,35
Santa Luzia,2021-05-16,974,21
Santa Maria da Vitória,2021-05-16,1692,31
Santana,2021-05-16,262,13
Santanópolis,2021-05-16,475,7
Santa Rita de Cássia,2021-05-16,1764,20
Santa Teresinha,2021-05-16,410,6
Santo Amaro,2021-05-16,2330,68
Santo Antônio de Jesus,2021-05-16,9971,129
Santo Estêvão,2021-05-16,2640,39
São Desidério,2021-05-16,1939,29
São Domingos,2021-05-16,862,9
São Felipe,2021-05-16,2297,17
São Félix,2021-05-16,854,7
São Félix do Coribe,2021-05-16,678,12
São Francisco do Conde,2021-05-16,2823,48
São Gabriel,2021-05-16,1518,10
São Gonçalo dos Campos,2021-05-16,1919,25
São José da Vitória,2021-05-16,682,8
São José do Jacuípe,2021-05-16,379,2
São Miguel das Matas,2021-05-16,621,6
São Sebastião do Passé,2021-05-16,3075,83
Sapeaçu,2021-05-16,1336,14
Sátiro Dias,2021-05-16,500,7
Saubara,2021-05-16,441,16
Saúde,2021-05-16,391,3
Seabra,2021-05-16,4331,45
Sebastião Laranjeiras,2021-05-16,336,7
Senhor do Bonfim,2021-05-16,4013,67
Sento Sé,2021-05-16,853,27
Serra do Ramalho,2021-05-16,442,17
Serra Dourada,2021-05-16,419,9
Serra Preta,2021-05-16,761,19
Serrinha,2021-05-16,6149,79
Serrolândia,2021-05-16,981,9
Simões Filho,2021-05-16,7303,186
Sítio do Mato,2021-05-16,166,5
Sítio do Quinto,2021-05-16,442,7
Sobradinho,2021-05-16,1309,39
Souto Soares,2021-05-16,914,20
Tabocas do Brejo Velho,2021-05-16,213,6
Tanhaçu,2021-05-16,1133,14
Tanque Novo,2021-05-16,643,8
Tanquinho,2021-05-16,692,11
Taperoá,2021-05-16,1046,30
Tapiramutá,2021-05-16,473,3
Teixeira de Freitas,2021-05-16,14394,234
Teodoro Sampaio,2021-05-16,247,8
Teofilândia,2021-05-16,870,15
Teolândia,2021-05-16,898,7
Terra Nova,2021-05-16,674,21
Tremedal,2021-05-16,481,10
Tucano,2021-05-16,2253,41
Uauá,2021-05-16,2087,39
Ubaíra,2021-05-16,737,12
Ubaitaba,2021-05-16,969,33
Ubatã,2021-05-16,1620,32
Uibaí,2021-05-16,791,11
Umburanas,2021-05-16,649,5
Una,2021-05-16,854,31
Urandi,2021-05-16,763,6
Uruçuca,2021-05-16,1699,57
Utinga,2021-05-16,1076,11
Valença,2021-05-16,6132,112
Valente,2021-05-16,2209,20
Várzea da Roça,2021-05-16,977,7
Várzea do Poço,2021-05-16,448,4
Várzea Nova,2021-05-16,603,9
Varzedo,2021-05-16,498,5
Vera Cruz,2021-05-16,1195,48
Vereda,2021-05-16,418,17
Vitória da Conquista,2021-05-16,28667,468
Wagner,2021-05-16,513,6
Wanderley,2021-05-16,716,10
Wenceslau Guimarães,2021-05-16,1479,20
Xique-Xique,2021-05-16,2253,45
,2021-05-16,955350,19894
Abaiara,2021-05-16,454,10
Acarape,2021-05-16,2604,24
Acaraú,2021-05-16,4507,93
Acopiara,2021-05-16,2831,112
Aiuaba,2021-05-16,431,9
Alcântaras,2021-05-16,1353,17
Altaneira,2021-05-16,407,12
Alto Santo,2021-05-16,1142,21
Amontada,2021-05-16,2440,43
Antonina do Norte,2021-05-16,536,19
Apuiarés,2021-05-16,938,16
Aquiraz,2021-05-16,5652,77
Aracati,2021-05-16,5887,120
Aracoiaba,2021-05-16,3016,27
Ararendá,2021-05-16,778,16
Araripe,2021-05-16,874,13
Aratuba,2021-05-16,1153,8
Arneiroz,2021-05-16,506,13
Assaré,2021-05-16,1548,31
Aurora,2021-05-16,1371,30
Baixio,2021-05-16,394,9
Banabuiú,2021-05-16,1295,12
Barbalha,2021-05-16,4653,93
Barreira,2021-05-16,1169,32
Barro,2021-05-16,947,18
Barroquinha,2021-05-16,938,24
Baturité,2021-05-16,3096,66
Beberibe,2021-05-16,3797,95
Bela Cruz,2021-05-16,3062,60
Boa Viagem,2021-05-16,3118,81
Brejo Santo,2021-05-16,7290,129
Camocim,2021-05-16,5275,142
Campos Sales,2021-05-16,1743,29
Canindé,2021-05-16,4623,156
Capistrano,2021-05-16,1842,31
Caridade,2021-05-16,1293,37
Cariré,2021-05-16,2130,38
Caririaçu,2021-05-16,1147,34
Cariús,2021-05-16,1866,17
Carnaubal,2021-05-16,1298,11
Cascavel,2021-05-16,4976,131
Catarina,2021-05-16,649,16
Catunda,2021-05-16,962,11
Caucaia,2021-05-16,18635,747
Cedro,2021-05-16,2828,35
Chaval,2021-05-16,1254,26
Choró,2021-05-16,803,10
Chorozinho,2021-05-16,1677,26
Coreaú,2021-05-16,2328,44
Crateús,2021-05-16,9549,168
Crato,2021-05-16,13893,185
Croatá,2021-05-16,698,9
Cruz,2021-05-16,2898,49
Deputado Irapuan Pinheiro,2021-05-16,638,10
Ereré,2021-05-16,680,10
Eusébio,2021-05-16,8393,105
Farias Brito,2021-05-16,2080,43
Forquilha,2021-05-16,1293,69
Fortaleza,2021-05-16,222018,8058
Fortim,2021-05-16,1768,23
Frecheirinha,2021-05-16,2845,26
General Sampaio,2021-05-16,497,17
Graça,2021-05-16,992,19
Granja,2021-05-16,2647,74
Granjeiro,2021-05-16,361,2
Groaíras,2021-05-16,1437,27
Guaiúba,2021-05-16,1248,52
Guaraciaba do Norte,2021-05-16,1903,37
Guaramiranga,2021-05-16,702,4
Hidrolândia,2021-05-16,2198,17
Horizonte,2021-05-16,6752,112
Ibaretama,2021-05-16,812,16
Ibiapina,2021-05-16,1291,27
Ibicuitinga,2021-05-16,1301,14
Icapuí,2021-05-16,1938,23
Icó,2021-05-16,5319,82
Iguatu,2021-05-16,7937,168
Importados/Indefinidos,2021-05-16,8856,0
Independência,2021-05-16,1365,28
Ipaporanga,2021-05-16,1081,8
Ipaumirim,2021-05-16,701,12
Ipu,2021-05-16,3921,48
Ipueiras,2021-05-16,2079,39
Iracema,2021-05-16,1835,24
Irauçuba,2021-05-16,757,35
Itaiçaba,2021-05-16,1078,16
Itaitinga,2021-05-16,3966,57
Itapajé,2021-05-16,2555,114
Itapipoca,2021-05-16,8770,238
Itapiúna,2021-05-16,1701,27
Itarema,2021-05-16,2965,40
Itatira,2021-05-16,1790,32
Jaguaretama,2021-05-16,1636,36
Jaguaribara,2021-05-16,830,18
Jaguaribe,2021-05-16,3660,63
Jaguaruana,2021-05-16,2606,55
Jardim,2021-05-16,1237,38
Jati,2021-05-16,563,8
Jijoca de Jericoacoara,2021-05-16,2329,23
Juazeiro do Norte,2021-05-16,22956,454
Jucás,2021-05-16,1239,33
Lavras da Mangabeira,2021-05-16,2109,39
Limoeiro do Norte,2021-05-16,5360,90
Madalena,2021-05-16,1131,31
Maracanaú,2021-05-16,19285,632
Maranguape,2021-05-16,10837,223
Marco,2021-05-16,1558,34
Martinópole,2021-05-16,1139,21
Massapê,2021-05-16,1959,78
Mauriti,2021-05-16,2858,69
Meruoca,2021-05-16,1555,30
Milagres,2021-05-16,2366,53
Milhã,2021-05-16,834,22
Miraíma,2021-05-16,1004,13
Missão Velha,2021-05-16,1734,24
Mombaça,2021-05-16,3270,95
Monsenhor Tabosa,2021-05-16,1480,27
Morada Nova,2021-05-16,7294,138
Moraújo,2021-05-16,1627,23
Morrinhos,2021-05-16,1238,22
Mucambo,2021-05-16,1517,19
Mulungu,2021-05-16,701,16
Nova Olinda,2021-05-16,865,14
Nova Russas,2021-05-16,2205,52
Novo Oriente,2021-05-16,1186,21
Ocara,2021-05-16,1634,31
Orós,2021-05-16,2595,65
Pacajus,2021-05-16,5248,96
Pacatuba,2021-05-16,5589,174
Pacoti,2021-05-16,1122,23
Pacujá,2021-05-16,546,10
Palhano,2021-05-16,1129,22
Palmácia,2021-05-16,786,17
Paracuru,2021-05-16,3731,91
Paraipaba,2021-05-16,2137,63
Parambu,2021-05-16,1159,49
Paramoti,2021-05-16,775,10
Pedra Branca,2021-05-16,676,50
Penaforte,2021-05-16,575,8
Pentecoste,2021-05-16,3158,73
Pereiro,2021-05-16,1527,14
Pindoretama,2021-05-16,1730,36
Piquet Carneiro,2021-05-16,1441,24
Pires Ferreira,2021-05-16,802,6
Poranga,2021-05-16,497,7
Porteiras,2021-05-16,1237,24
Potengi,2021-05-16,440,4
Potiretama,2021-05-16,497,6
Quiterianópolis,2021-05-16,1173,27
Quixadá,2021-05-16,7679,137
Quixelô,2021-05-16,1730,27
Quixeramobim,2021-05-16,6430,178
Quixeré,2021-05-16,3061,35
Redenção,2021-05-16,4085,74
Reriutaba,2021-05-16,1914,28
Russas,2021-05-16,8881,156
Saboeiro,2021-05-16,698,10
Salitre,2021-05-16,981,14
Santana do Acaraú,2021-05-16,2128,69
