city,date,confirmed,deaths
Croatá,2021-05-17,701,9
Cruz,2021-05-17,2899,49
Deputado Irapuan Pinheiro,2021-05-17,652,11
Ereré,2021-05-17,681,10
Eusébio,2021-05-17,8416,107
Farias Brito,2021-05-17,2112,42
Forquilha,2021-05-17,1294,69
Fortaleza,2021-05-17,222546,8078
Fortim,2021-05-17,1767,24
Frecheirinha,2021-05-17,2846,26
General Sampaio,2021-05-17,499,17
Graça,2021-05-17,991,19
Granja,2021-05-17,2654,74
Granjeiro,2021-05-17,369,2
Groaíras,2021-05-17,1444,27
Guaiúba,2021-05-17,1249,52
Guaraciaba do Norte,2021-05-17,1926,37
Guaramiranga,2021-05-17,701,4
Hidrolândia,2021-05-17,2195,17
Horizonte,2021-05-17,6754,112
Ibaretama,2021-05-17,827,16
Ibiapina,2021-05-17,1301,27
Ibicuitinga,2021-05-17,1323,14
Icapuí,2021-05-17,1965,23
Icó,2021-05-17,5331,82
Iguatu,2021-05-17,7953,173
Importados/Indefinidos,2021-05-17,8850,0
Independência,2021-05-17,1384,28
Ipaporanga,2021-05-17,1082,8
Ipaumirim,2021-05-17,702,12
Ipu,2021-05-17,3955,48
Ipueiras,2021-05-17,2102,39
Iracema,2021-05-17,1870,25
Irauçuba,2021-05-17,769,35
Itaiçaba,2021-05-17,1079,16
Itaitinga,2021-05-17,3979,57
Itapajé,2021-05-17,2545,113
Itapipoca,2021-05-17,8831,238
Itapiúna,2021-05-17,1727,27
Itarema,2021-05-17,2965,40
Itatira,2021-05-17,1799,37
Jaguaretama,2021-05-17,1637,36
Jaguaribara,2021-05-17,829,18
Jaguaribe,2021-05-17,3665,63
Jaguaruana,2021-05-17,2611,56
Jardim,2021-05-17,1242,40
Jati,2021-05-17,570,8
Jijoca de Jericoacoara,2021-05-17,2362,23
Juazeiro do Norte,2021-05-17,22990,461
Jucás,2021-05-17,1248,33
Lavras da Mangabeira,2021-05-17,2133,40
Limoeiro do Norte,2021-05-17,5402,90
Madalena,2021-05-17,1134,31
Maracanaú,2021-05-17,19371,643
Maranguape,2021-05-17,10851,225
Marco,2021-05-17,1590,34
Martinópole,2021-05-17,1138,21
Massapê,2021-05-17,1959,78
Mauriti,2021-05-17,2882,73
Meruoca,2021-05-17,1557,30
Milagres,2021-05-17,2382,55
Milhã,2021-05-17,834,22
Miraíma,2021-05-17,1003,13
Missão Velha,2021-05-17,1743,24
Mombaça,2021-05-17,3284,96
Monsenhor Tabosa,2021-05-17,1484,27
Morada Nova,2021-05-17,7304,138
Moraújo,2021-05-17,1628,23
Morrinhos,2021-05-17,1241,22
Mucambo,2021-05-17,1527,19
Mulungu,2021-05-17,701,16
Nova Olinda,2021-05-17,872,14
Nova Russas,2021-05-17,2203,52
Novo Oriente,2021-05-17,1186,21
Ocara,2021-05-17,1635,31
Orós,2021-05-17,2617,65
Pacajus,2021-05-17,5255,96
Pacatuba,2021-05-17,5610,174
Pacoti,2021-05-17,1123,23
Pacujá,2021-05-17,546,10
Palhano,2021-05-17,1138,22
Palmácia,2021-05-17,794,17
Paracuru,2021-05-17,3736,93
Paraipaba,2021-05-17,2140,64
Parambu,2021-05-17,1159,49
Paramoti,2021-05-17,786,11
Pedra Branca,2021-05-17,680,50
Penaforte,2021-05-17,574,8
Pentecoste,2021-05-17,3167,73
Pereiro,2021-05-17,1527,15
Pindoretama,2021-05-17,1733,36
Piquet Carneiro,2021-05-17,1449,24
Pires Ferreira,2021-05-17,800,6
Poranga,2021-05-17,501,7
Porteiras,2021-05-17,1248,25
Potengi,2021-05-17,466,3
Potiretama,2021-05-17,497,6
Quiterianópolis,2021-05-17,1174,27
Quixadá,2021-05-17,7688,137
Quixelô,2021-05-17,1742,27
Quixeramobim,2021-05-17,6441,179
Quixeré,2021-05-17,3107,37
Redenção,2021-05-17,4113,75
Reriutaba,2021-05-17,1915,28
Russas,2021-05-17,8886,157
Saboeiro,2021-05-17,699,10
Salitre,2021-05-17,980,14
Santana do Acaraú,2021-05-17,2129,69
Santana do Cariri,2021-05-17,985,26
Santa Quitéria,2021-05-17,4596,48
São Benedito,2021-05-17,2990,55
São Gonçalo do Amarante,2021-05-17,6345,169
São João do Jaguaribe,2021-05-17,584,9
São Luís do Curu,2021-05-17,1102,29
Senador Pompeu,2021-05-17,1627,37
Senador Sá,2021-05-17,1041,11
Sobral,2021-05-17,23682,627
Solonópole,2021-05-17,1215,21
Tabuleiro do Norte,2021-05-17,4367,54
Tamboril,2021-05-17,1662,51
Tarrafas,2021-05-17,338,9
Tauá,2021-05-17,6984,130
Tejuçuoca,2021-05-17,1335,24
Tianguá,2021-05-17,7836,154
Trairi,2021-05-17,1769,78
Tururu,2021-05-17,1150,32
Ubajara,2021-05-17,1678,38
Umari,2021-05-17,368,6
Umirim,2021-05-17,790,35
Uruburetama,2021-05-17,1756,54
Uruoca,2021-05-17,1209,31
Varjota,2021-05-17,1925,24
Várzea Alegre,2021-05-17,2539,55
Viçosa do Ceará,2021-05-17,3642,115
,2021-05-17,746597,19246
Brasília,2021-05-17,346249,7642
Importados/Indefinidos,2021-05-17,47382,703
,2021-05-17,393631,8345
Afonso Cláudio,2021-05-17,3146,55
Água Doce do Norte,2021-05-17,738,35
Águia Branca,2021-05-17,1822,58
Alegre,2021-05-17,1983,48
Alfredo Chaves,2021-05-17,2118,30
Alto Rio Novo,2021-05-17,657,21
Anchieta,2021-05-17,4307,74
Apiacá,2021-05-17,686,28
Aracruz,2021-05-17,14011,198
Atilio Vivacqua,2021-05-17,1345,25
Baixo Guandu,2021-05-17,3130,69
Barra de São Francisco,2021-05-17,4395,181
Boa Esperança,2021-05-17,1223,36
Bom Jesus do Norte,2021-05-17,881,21
Brejetuba,2021-05-17,1479,13
Cachoeiro de Itapemirim,2021-05-17,23364,492
Cariacica,2021-05-17,36078,1185
Castelo,2021-05-17,5386,103
Colatina,2021-05-17,18216,319
Conceição da Barra,2021-05-17,1321,47
Conceição do Castelo,2021-05-17,1236,20
Divino de São Lourenço,2021-05-17,362,7
Domingos Martins,2021-05-17,3287,59
Dores do Rio Preto,2021-05-17,584,10
Ecoporanga,2021-05-17,2715,56
Fundão,2021-05-17,2258,56
Governador Lindenberg,2021-05-17,1488,19
Guaçuí,2021-05-17,2107,86
Guarapari,2021-05-17,13847,360
Ibatiba,2021-05-17,3059,73
Ibiraçu,2021-05-17,1498,31
Ibitirama,2021-05-17,372,11
Iconha,2021-05-17,2374,18
Importados/Indefinidos,2021-05-17,3565,177
Irupi,2021-05-17,1332,35
Itaguaçu,2021-05-17,1490,17
Itapemirim,2021-05-17,3920,111
Itarana,2021-05-17,1323,20
Iúna,2021-05-17,2200,65
Jaguaré,2021-05-17,3136,43
Jerônimo Monteiro,2021-05-17,1062,35
João Neiva,2021-05-17,2426,46
Laranja da Terra,2021-05-17,610,9
Linhares,2021-05-17,23080,329
Mantenópolis,2021-05-17,786,41
Marataízes,2021-05-17,5849,157
Marechal Floriano,2021-05-17,2870,46
Marilândia,2021-05-17,1931,27
Mimoso do Sul,2021-05-17,2734,43
Montanha,2021-05-17,1380,52
Mucurici,2021-05-17,568,8
Muniz Freire,2021-05-17,2553,38
Muqui,2021-05-17,1780,48
Nova Venécia,2021-05-17,4776,109
Pancas,2021-05-17,2277,32
Pedro Canário,2021-05-17,1908,49
Pinheiros,2021-05-17,2822,70
Piúma,2021-05-17,2365,72
Ponto Belo,2021-05-17,537,13
Presidente Kennedy,2021-05-17,1844,46
Rio Bananal,2021-05-17,2055,27
Rio Novo do Sul,2021-05-17,1354,20
Santa Leopoldina,2021-05-17,961,23
Santa Maria de Jetibá,2021-05-17,4689,47
Santa Teresa,2021-05-17,3861,56
São Domingos do Norte,2021-05-17,1128,19
São Gabriel da Palha,2021-05-17,5710,69
São José do Calçado,2021-05-17,837,52
São Mateus,2021-05-17,10464,219
São Roque do Canaã,2021-05-17,1613,18
Serra,2021-05-17,58988,1229
Sooretama,2021-05-17,2722,43
Vargem Alta,2021-05-17,2112,42
Venda Nova do Imigrante,2021-05-17,3963,41
Viana,2021-05-17,7301,226
Vila Pavão,2021-05-17,973,16
Vila Valério,2021-05-17,2685,29
Vila Velha,2021-05-17,56911,1401
Vitória,2021-05-17,49819,1112
,2021-05-17,460743,10271
Abadia de Goiás,2021-05-17,1338,27
Abadiânia,2021-05-17,379,27
Acreúna,2021-05-17,1715,43
Adelândia,2021-05-17,151,4
Água Fria de Goiás,2021-05-17,204,9
Água Limpa,2021-05-17,120,1
Águas Lindas de Goiás,2021-05-17,6484,252
Alexânia,2021-05-17,2817,70
Aloândia,2021-05-17,224,6
Alto Horizonte,2021-05-17,687,8
Alto Paraíso de Goiás,2021-05-17,567,7
Alvorada do Norte,2021-05-17,631,3
Amaralina,2021-05-17,59,0
Americano do Brasil,2021-05-17,414,15
Amorinópolis,2021-05-17,172,4
Anápolis,2021-05-17,34352,1188
Anhanguera,2021-05-17,88,6
Anicuns,2021-05-17,2278,57
Aparecida de Goiânia,2021-05-17,63036,1207
Aparecida do Rio Doce,2021-05-17,184,3
Aporé,2021-05-17,328,9
Araçu,2021-05-17,381,15
Aragarças,2021-05-17,1920,47
Aragoiânia,2021-05-17,916,17
Araguapaz,2021-05-17,464,19
Arenópolis,2021-05-17,171,8
Aruanã,2021-05-17,457,10
Aurilândia,2021-05-17,171,6
Avelinópolis,2021-05-17,264,11
Baliza,2021-05-17,223,6
Barro Alto,2021-05-17,1230,14
Bela Vista de Goiás,2021-05-17,2173,57
Bom Jardim de Goiás,2021-05-17,627,14
Bom Jesus de Goiás,2021-05-17,2452,97
Bonfinópolis,2021-05-17,444,17
Bonópolis,2021-05-17,143,1
Brazabrantes,2021-05-17,383,3
Britânia,2021-05-17,474,4
Buriti Alegre,2021-05-17,823,28
Buriti de Goiás,2021-05-17,176,8
Buritinópolis,2021-05-17,158,2
Cabeceiras,2021-05-17,312,13
Cachoeira Alta,2021-05-17,1227,17
Cachoeira de Goiás,2021-05-17,56,2
Cachoeira Dourada,2021-05-17,384,17
Caçu,2021-05-17,1173,25
Caiapônia,2021-05-17,1005,33
Caldas Novas,2021-05-17,7413,186
Caldazinha,2021-05-17,234,4
Campestre de Goiás,2021-05-17,449,13
Campinaçu,2021-05-17,182,2
Campinorte,2021-05-17,1190,28
Campo Alegre de Goiás,2021-05-17,247,14
Campo Limpo de Goiás,2021-05-17,160,6
Campos Belos,2021-05-17,1139,16
Campos Verdes,2021-05-17,229,8
Carmo do Rio Verde,2021-05-17,596,22
Castelândia,2021-05-17,280,7
Catalão,2021-05-17,8386,289
Caturaí,2021-05-17,429,14
Cavalcante,2021-05-17,313,4
Ceres,2021-05-17,2386,64
Cezarina,2021-05-17,850,31
Chapadão do Céu,2021-05-17,1303,15
Cidade Ocidental,2021-05-17,5082,113
Cocalzinho de Goiás,2021-05-17,1324,28
Colinas do Sul,2021-05-17,247,2
Córrego do Ouro,2021-05-17,234,5
Corumbá de Goiás,2021-05-17,546,22
Corumbaíba,2021-05-17,882,30
Cristalina,2021-05-17,2590,76
Cristianópolis,2021-05-17,246,2
Crixás,2021-05-17,2009,57
Cromínia,2021-05-17,204,5
Cumari,2021-05-17,246,6
Damianópolis,2021-05-17,66,2
Damolândia,2021-05-17,195,13
Davinópolis,2021-05-17,92,6
Diorama,2021-05-17,95,5
Divinópolis de Goiás,2021-05-17,217,7
Doverlândia,2021-05-17,412,9
Edealina,2021-05-17,467,3
Edéia,2021-05-17,1237,23
Estrela do Norte,2021-05-17,221,2
Faina,2021-05-17,472,5
Fazenda Nova,2021-05-17,344,7
Firminópolis,2021-05-17,528,18
Flores de Goiás,2021-05-17,173,4
Formosa,2021-05-17,7994,194
Formoso,2021-05-17,439,13
Gameleira de Goiás,2021-05-17,323,4
Goianápolis,2021-05-17,979,24
Goiandira,2021-05-17,281,13
Goianésia,2021-05-17,8199,193
Goiânia,2021-05-17,142767,4692
Goianira,2021-05-17,2969,81
Goiás,2021-05-17,1036,41
Goiatuba,2021-05-17,4333,115
Gouvelândia,2021-05-17,349,8
Guapó,2021-05-17,1286,32
Guaraíta,2021-05-17,195,11
Guarani de Goiás,2021-05-17,188,0
Guarinos,2021-05-17,127,6
Heitoraí,2021-05-17,122,2
Hidrolândia,2021-05-17,2085,69
Hidrolina,2021-05-17,234,8
Iaciara,2021-05-17,559,8
Importados/Indefinidos,2021-05-17,0,0
Inaciolândia,2021-05-17,607,19
Indiara,2021-05-17,836,40
Inhumas,2021-05-17,6781,191
Ipameri,2021-05-17,1694,60
Ipiranga de Goiás,2021-05-17,133,8
Iporá,2021-05-17,2791,90
Israelândia,2021-05-17,151,4
Itaberaí,2021-05-17,2504,100
Itaguari,2021-05-17,675,12
Itaguaru,2021-05-17,387,15
Itajá,2021-05-17,187,6
Itapaci,2021-05-17,1809,47
Itapirapuã,2021-05-17,620,11
Itapuranga,2021-05-17,2929,55
Itarumã,2021-05-17,408,13
Itauçu,2021-05-17,856,22
Itumbiara,2021-05-17,8434,290
Ivolândia,2021-05-17,187,4
Jandaia,2021-05-17,697,17
Jaraguá,2021-05-17,4517,140
Jataí,2021-05-17,9087,267
Jaupaci,2021-05-17,66,2
Jesúpolis,2021-05-17,120,6
Joviânia,2021-05-17,951,17
Jussara,2021-05-17,1391,34
Lagoa Santa,2021-05-17,90,3
Leopoldo de Bulhões,2021-05-17,429,7
Luziânia,2021-05-17,19966,337
Mairipotaba,2021-05-17,173,4
Mambaí,2021-05-17,212,2
Mara Rosa,2021-05-17,283,17
Marzagão,2021-05-17,235,5
Matrinchã,2021-05-17,190,3
Maurilândia,2021-05-17,853,21
Mimoso de Goiás,2021-05-17,114,2
Minaçu,2021-05-17,1753,46
Mineiros,2021-05-17,9388,224
Moiporá,2021-05-17,52,1
Monte Alegre de Goiás,2021-05-17,153,4
Montes Claros de Goiás,2021-05-17,819,15
Montividiu,2021-05-17,1103,18
Montividiu do Norte,2021-05-17,234,3
Morrinhos,2021-05-17,5431,95
Morro Agudo de Goiás,2021-05-17,223,5
Mossâmedes,2021-05-17,166,4
Mozarlândia,2021-05-17,1636,19
Mundo Novo,2021-05-17,364,15
Mutunópolis,2021-05-17,272,14
Nazário,2021-05-17,747,18
Nerópolis,2021-05-17,1463,53
Niquelândia,2021-05-17,3026,54
Nova América,2021-05-17,259,1
Nova Aurora,2021-05-17,160,6
Nova Crixás,2021-05-17,999,12
Nova Glória,2021-05-17,805,15
Nova Iguaçu de Goiás,2021-05-17,173,6
Nova Roma,2021-05-17,128,0
Nova Veneza,2021-05-17,935,13
Novo Brasil,2021-05-17,305,5
Novo Gama,2021-05-17,4044,155
Novo Planalto,2021-05-17,286,3
Orizona,2021-05-17,558,14
Ouro Verde de Goiás,2021-05-17,245,7
Ouvidor,2021-05-17,629,24
Padre Bernardo,2021-05-17,1516,40
Palestina de Goiás,2021-05-17,170,3
Palmeiras de Goiás,2021-05-17,5042,68
Palmelo,2021-05-17,203,7
Palminópolis,2021-05-17,370,9
Panamá,2021-05-17,185,7
Paranaiguara,2021-05-17,326,22
Paraúna,2021-05-17,555,19
Perolândia,2021-05-17,128,2
Petrolina de Goiás,2021-05-17,833,15
Pilar de Goiás,2021-05-17,280,7
Piracanjuba,2021-05-17,1859,55
Piranhas,2021-05-17,929,49
Pirenópolis,2021-05-17,1435,34
Pires do Rio,2021-05-17,2478,90
Planaltina,2021-05-17,3361,166
Pontalina,2021-05-17,1441,33
Porangatu,2021-05-17,2052,107
Porteirão,2021-05-17,1539,12
Portelândia,2021-05-17,487,10
Posse,2021-05-17,1640,25
Professor Jamil,2021-05-17,217,9
Quirinópolis,2021-05-17,3142,117
Rialma,2021-05-17,1281,40
Rianápolis,2021-05-17,580,8
Rio Quente,2021-05-17,357,4
Rio Verde,2021-05-17,22905,572
Rubiataba,2021-05-17,2246,64
Sanclerlândia,2021-05-17,526,19
Santa Bárbara de Goiás,2021-05-17,646,13
Santa Cruz de Goiás,2021-05-17,122,2
Santa Fé de Goiás,2021-05-17,620,18
Santa Helena de Goiás,2021-05-17,4241,173
Santa Isabel,2021-05-17,401,12
Santa Rita do Araguaia,2021-05-17,360,6
Santa Rita do Novo Destino,2021-05-17,159,7
Santa Rosa de Goiás,2021-05-17,234,4
Santa Tereza de Goiás,2021-05-17,140,6
Santa Terezinha de Goiás,2021-05-17,739,22
Santo Antônio da Barra,2021-05-17,378,5
Santo Antônio de Goiás,2021-05-17,743,18
Santo Antônio do Descoberto,2021-05-17,2413,79
São Domingos,2021-05-17,151,3
São Francisco de Goiás,2021-05-17,345,9
São João d'Aliança,2021-05-17,602,22
São João da Paraúna,2021-05-17,75,2
São Luís de Montes Belos,2021-05-17,3359,104
São Luiz do Norte,2021-05-17,306,3
São Miguel do Araguaia,2021-05-17,1491,43
São Miguel do Passa Quatro,2021-05-17,180,3
São Patrício,2021-05-17,215,8
São Simão,2021-05-17,973,32
Senador Canedo,2021-05-17,13434,260
Serranópolis,2021-05-17,641,5
Silvânia,2021-05-17,1300,20
Simolândia,2021-05-17,331,3
Sítio d'Abadia,2021-05-17,27,0
Taquaral de Goiás,2021-05-17,189,6
Teresina de Goiás,2021-05-17,162,0
Terezópolis de Goiás,2021-05-17,816,19
Três Ranchos,2021-05-17,176,8
Trindade,2021-05-17,8049,357
Trombas,2021-05-17,375,6
Turvânia,2021-05-17,536,21
Turvelândia,2021-05-17,610,9
Uirapuru,2021-05-17,171,7
Uruaçu,2021-05-17,3410,84
Uruana,2021-05-17,856,26
Urutaí,2021-05-17,144,2
Valparaíso de Goiás,2021-05-17,11386,292
Varjão,2021-05-17,268,6
Vianópolis,2021-05-17,656,20
Vicentinópolis,2021-05-17,1109,21
Vila Boa,2021-05-17,151,4
Vila Propício,2021-05-17,323,4
,2021-05-17,582630,16231
Açailândia,2021-05-17,4847,177
Afonso Cunha,2021-05-17,162,2
Água Doce do Maranhão,2021-05-17,673,8
Alcântara,2021-05-17,263,14
Aldeias Altas,2021-05-17,975,13
Altamira do Maranhão,2021-05-17,299,8
Alto Alegre do Maranhão,2021-05-17,1050,24
Alto Alegre do Pindaré,2021-05-17,1773,43
Alto Parnaíba,2021-05-17,717,5
Amapá do Maranhão,2021-05-17,172,4
Amarante do Maranhão,2021-05-17,1526,54
Anajatuba,2021-05-17,794,20
Anapurus,2021-05-17,828,11
Apicum-Açu,2021-05-17,453,4
Araguanã,2021-05-17,754,5
Araioses,2021-05-17,636,12
Arame,2021-05-17,1137,35
Arari,2021-05-17,677,26
Axixá,2021-05-17,190,5
Bacabal,2021-05-17,4469,162
Bacabeira,2021-05-17,319,6
Bacuri,2021-05-17,432,4
Bacurituba,2021-05-17,112,1
Balsas,2021-05-17,8668,144
Barão de Grajaú,2021-05-17,338,2
Barra do Corda,2021-05-17,5215,53
Barreirinhas,2021-05-17,1872,34
Belágua,2021-05-17,199,15
Bela Vista do Maranhão,2021-05-17,325,3
Benedito Leite,2021-05-17,295,2
Bequimão,2021-05-17,275,17
Bernardo do Mearim,2021-05-17,268,6
Boa Vista do Gurupi,2021-05-17,15,4
Bom Jardim,2021-05-17,1260,42
Bom Jesus das Selvas,2021-05-17,2798,23
Bom Lugar,2021-05-17,444,7
Brejo,2021-05-17,836,19
Brejo de Areia,2021-05-17,281,8
Buriti,2021-05-17,751,7
Buriti Bravo,2021-05-17,1245,12
Buriticupu,2021-05-17,2993,39
Buritirana,2021-05-17,361,23
Cachoeira Grande,2021-05-17,221,6
Cajapió,2021-05-17,75,4
Cajari,2021-05-17,187,6
Campestre do Maranhão,2021-05-17,937,40
Cândido Mendes,2021-05-17,93,6
Cantanhede,2021-05-17,646,6
Capinzal do Norte,2021-05-17,613,7
Carolina,2021-05-17,652,17
Carutapera,2021-05-17,787,33
Caxias,2021-05-17,9349,190
Cedral,2021-05-17,194,4
Central do Maranhão,2021-05-17,44,2
Centro do Guilherme,2021-05-17,400,4
Centro Novo do Maranhão,2021-05-17,904,9
Chapadinha,2021-05-17,3625,88
Cidelândia,2021-05-17,497,4
Codó,2021-05-17,2620,170
Coelho Neto,2021-05-17,1609,45
Colinas,2021-05-17,2771,44
Conceição do Lago-Açu,2021-05-17,183,11
Coroatá,2021-05-17,2796,63
Cururupu,2021-05-17,1292,23
Davinópolis,2021-05-17,493,22
Dom Pedro,2021-05-17,1046,22
Duque Bacelar,2021-05-17,691,10
Esperantinópolis,2021-05-17,847,21
Estreito,2021-05-17,3308,44
Feira Nova do Maranhão,2021-05-17,1396,9
Fernando Falcão,2021-05-17,840,1
Formosa da Serra Negra,2021-05-17,1137,2
Fortaleza dos Nogueiras,2021-05-17,1047,14
Fortuna,2021-05-17,1364,5
Godofredo Viana,2021-05-17,115,4
Gonçalves Dias,2021-05-17,886,18
Governador Archer,2021-05-17,384,5
Governador Edison Lobão,2021-05-17,589,27
Governador Eugênio Barros,2021-05-17,571,8
Governador Luiz Rocha,2021-05-17,218,1
Governador Newton Bello,2021-05-17,689,7
Governador Nunes Freire,2021-05-17,796,9
Graça Aranha,2021-05-17,124,3
Grajaú,2021-05-17,4378,97
Guimarães,2021-05-17,365,7
Humberto de Campos,2021-05-17,1422,10
Icatu,2021-05-17,227,10
Igarapé do Meio,2021-05-17,636,26
Igarapé Grande,2021-05-17,1452,13
Imperatriz,2021-05-17,15149,723
Itaipava do Grajaú,2021-05-17,704,9
Itapecuru Mirim,2021-05-17,2290,54
Itinga do Maranhão,2021-05-17,733,23
Jatobá,2021-05-17,91,5
Jenipapo dos Vieiras,2021-05-17,1093,19
João Lisboa,2021-05-17,658,43
Joselândia,2021-05-17,534,2
Junco do Maranhão,2021-05-17,297,2
Lagoa do Mato,2021-05-17,587,13
Lagoa Grande do Maranhão,2021-05-17,560,14
Lago da Pedra,2021-05-17,1453,8
Lago do Junco,2021-05-17,243,10
Lago dos Rodrigues,2021-05-17,2303,64
Lago Verde,2021-05-17,497,4
Lajeado Novo,2021-05-17,361,12
Lima Campos,2021-05-17,993,9
Loreto,2021-05-17,626,6
Luís Domingues,2021-05-17,464,1
Magalhães de Almeida,2021-05-17,499,7
Maracaçumé,2021-05-17,541,6
Marajá do Sena,2021-05-17,231,4
Maranhãozinho,2021-05-17,564,8
Mata Roma,2021-05-17,350,11
Matinha,2021-05-17,367,7
Matões,2021-05-17,947,12
Matões do Norte,2021-05-17,238,4
Milagres do Maranhão,2021-05-17,239,1
Mirador,2021-05-17,891,7
Miranda do Norte,2021-05-17,870,21
Mirinzal,2021-05-17,248,16
Monção,2021-05-17,1560,26
Montes Altos,2021-05-17,741,9
Morros,2021-05-17,261,10
Nina Rodrigues,2021-05-17,595,14
Nova Colinas,2021-05-17,326,5
Nova Iorque,2021-05-17,90,1
Nova Olinda do Maranhão,2021-05-17,466,10
Olho d'Água das Cunhãs,2021-05-17,762,21
Olinda Nova do Maranhão,2021-05-17,498,10
Paço do Lumiar,2021-05-17,807,147
Palmeirândia,2021-05-17,92,9
Paraibano,2021-05-17,916,26
Parnarama,2021-05-17,992,16
Passagem Franca,2021-05-17,1278,28
Pastos Bons,2021-05-17,705,11
Paulino Neves,2021-05-17,194,3
Paulo Ramos,2021-05-17,1051,30
Pedreiras,2021-05-17,3169,52
Pedro do Rosário,2021-05-17,110,7
Penalva,2021-05-17,468,9
Peri Mirim,2021-05-17,235,4
Peritoró,2021-05-17,747,9
Pindaré-Mirim,2021-05-17,1069,26
Pinheiro,2021-05-17,2778,82
Pio XII,2021-05-17,1603,23
Pirapemas,2021-05-17,489,9
Poção de Pedras,2021-05-17,1612,15
Porto Franco,2021-05-17,1532,48
Porto Rico do Maranhão,2021-05-17,231,6
Presidente Dutra,2021-05-17,1979,14
Presidente Juscelino,2021-05-17,52,1
Presidente Médici,2021-05-17,333,2
Presidente Sarney,2021-05-17,203,12
Presidente Vargas,2021-05-17,221,4
Primeira Cruz,2021-05-17,82,2
Raposa,2021-05-17,1218,27
Riachão,2021-05-17,1697,25
Ribamar Fiquene,2021-05-17,359,16
Rosário,2021-05-17,471,21
Sambaíba,2021-05-17,335,3
